squad,players_used,possession,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Alavés,30.0,42.7,38.0,418.0,3420.0,35.0,21.0,5.0,8.0,96.0,8.0,0.92,0.55,1.47,0.79,1.34,42.4,36.5,25.5,1.12,0.67,1.79,0.96,1.63,38.0,38.0,3420.0,57.0,1.5,143.0,87.0,62.2,9.0,11.0,18.0,9.0,23.7,3.0,3.0,0.0,0.0,38.0,0.0,6.0,0.0,54.9,0.38,-2.1,-0.05,333.0,658.0,50.6,796.0,113.0,58.4,45.0,307.0,62.9,47.3,337.0,32.0,9.5,23.0,0.61,14.7,337.0,99.0,11.0,29.4,8.87,2.61,0.09,0.3,0.11,-7.4,-6.5,10284.0,14169.0,72.6,221451.0,88735.0,3856.0,4734.0,81.5,4231.0,5262.0,80.4,2011.0,3609.0,55.7,-4.5,245.0,741.0,192.0,75.0,848.0,12225.0,1944.0,600.0,25.0,2353.0,554.0,409.0,142.0,37.0,63.0,15.0,7717.0,2198.0,4254.0,4882.0,6622.0,930.0,801.0,186.0,65.0,342.0,320.0,393.0,511.0,13.45,326.0,79.0,24.0,27.0,38.0,54.0,1.42,26.0,8.0,4.0,4.0,8.0,4.0,576.0,359.0,296.0,217.0,63.0,185.0,551.0,33.6,366.0,5451.0,1510.0,27.7,1750.0,2544.0,1157.0,570.0,105.0,4.0,465.0,430.0,1064.0,9.0,18391.0,2289.0,6566.0,8801.0,3937.0,640.0,16491.0,274.0,477.0,57.4,302.0,16.0,9826.0,49063.0,25072.0,953.0,280.0,105.0,12990.0,10284.0,79.2,428.0,351.0,5.0,521.0,492.0,73.0,5.0,2.0,0.0,3047.0,920.0,690.0,57.1
Athletic Club,27.0,49.8,38.0,418.0,3420.0,43.0,31.0,4.0,5.0,82.0,3.0,1.13,0.82,1.95,1.03,1.84,44.4,40.7,31.1,1.17,0.82,1.99,1.07,1.89,38.0,38.0,3420.0,42.0,1.11,107.0,71.0,65.4,11.0,13.0,14.0,9.0,23.7,6.0,5.0,1.0,0.0,38.0,1.0,8.0,1.0,36.7,0.29,-4.3,-0.11,242.0,542.0,44.6,815.0,207.0,41.7,38.7,272.0,74.3,56.5,377.0,22.0,5.8,24.0,0.63,14.3,404.0,133.0,15.0,32.9,10.63,3.5,0.1,0.29,0.1,-1.4,-1.7,13694.0,17675.0,77.5,286035.0,98184.0,5068.0,5984.0,84.7,5906.0,6993.0,84.5,2509.0,4021.0,62.4,-0.1,302.0,1110.0,298.0,77.0,1289.0,15643.0,2032.0,560.0,36.0,2368.0,663.0,543.0,198.0,66.0,65.0,12.0,10873.0,2885.0,3917.0,4787.0,10368.0,803.0,923.0,300.0,63.0,389.0,429.0,522.0,658.0,17.32,493.0,59.0,33.0,20.0,40.0,77.0,2.03,56.0,5.0,3.0,5.0,6.0,2.0,523.0,343.0,235.0,227.0,61.0,158.0,551.0,28.7,393.0,5247.0,1450.0,27.6,1494.0,2377.0,1376.0,553.0,86.0,2.0,467.0,348.0,897.0,4.0,21646.0,2111.0,6458.0,10859.0,5688.0,766.0,19688.0,315.0,529.0,59.5,335.0,26.0,12942.0,73017.0,40524.0,1568.0,484.0,145.0,16714.0,13694.0,81.9,398.0,383.0,1.0,489.0,484.0,77.0,5.0,6.0,1.0,3166.0,721.0,632.0,53.3
Atlético Madrid,25.0,52.4,38.0,418.0,3420.0,65.0,54.0,5.0,7.0,100.0,0.0,1.71,1.42,3.13,1.58,3.0,52.4,46.8,37.8,1.38,0.99,2.37,1.23,2.23,38.0,38.0,3420.0,25.0,0.66,120.0,97.0,80.0,26.0,8.0,4.0,18.0,47.4,4.0,1.0,2.0,1.0,38.0,0.0,6.0,3.0,31.8,0.25,9.8,0.26,269.0,620.0,43.4,714.0,122.0,59.5,44.6,289.0,67.5,50.2,327.0,19.0,5.8,18.0,0.47,15.3,452.0,179.0,13.0,39.6,11.89,4.71,0.13,0.34,0.1,12.6,13.2,16924.0,20602.0,82.1,321009.0,104535.0,7417.0,8242.0,90.0,6740.0,7741.0,87.1,2378.0,3816.0,62.3,16.2,339.0,1260.0,381.0,61.0,1477.0,18827.0,1775.0,491.0,45.0,2690.0,586.0,437.0,196.0,56.0,95.0,1.0,14468.0,2504.0,3630.0,5302.0,13187.0,718.0,734.0,236.0,84.0,293.0,418.0,448.0,723.0,19.03,522.0,72.0,48.0,33.0,37.0,117.0,3.08,83.0,7.0,9.0,4.0,11.0,3.0,704.0,449.0,346.0,267.0,91.0,288.0,671.0,42.9,383.0,5124.0,1540.0,30.1,1665.0,2328.0,1131.0,579.0,93.0,0.0,486.0,395.0,797.0,3.0,24797.0,2122.0,7261.0,12558.0,6275.0,992.0,23085.0,366.0,603.0,60.7,395.0,38.0,16070.0,74449.0,39926.0,1683.0,435.0,152.0,19677.0,16924.0,86.0,402.0,406.0,0.0,492.0,449.0,98.0,6.0,4.0,3.0,3149.0,606.0,506.0,54.5
Barcelona,25.0,65.8,38.0,418.0,3420.0,80.0,51.0,4.0,8.0,72.0,2.0,2.11,1.34,3.45,2.0,3.34,78.9,72.6,57.4,2.08,1.51,3.59,1.91,3.42,38.0,38.0,3420.0,38.0,1.0,123.0,91.0,73.2,24.0,7.0,7.0,14.0,36.8,5.0,5.0,0.0,0.0,38.0,1.0,5.0,2.0,35.8,0.26,-0.2,-0.01,160.0,288.0,55.6,1065.0,185.0,22.0,29.1,209.0,25.8,29.9,238.0,23.0,9.7,26.0,0.68,16.7,573.0,228.0,43.0,39.8,15.08,6.0,0.13,0.33,0.13,1.1,3.4,25414.0,28517.0,89.1,439762.0,125458.0,12038.0,12965.0,92.8,10464.0,11331.0,92.3,2411.0,3255.0,74.1,-6.4,443.0,1904.0,552.0,57.0,1796.0,26827.0,1690.0,545.0,91.0,3282.0,439.0,411.0,217.0,65.0,30.0,10.0,23440.0,2573.0,2504.0,10882.0,15913.0,516.0,641.0,294.0,82.0,237.0,510.0,498.0,1011.0,26.61,786.0,45.0,71.0,32.0,64.0,125.0,3.29,96.0,1.0,11.0,9.0,6.0,2.0,548.0,351.0,240.0,226.0,82.0,206.0,513.0,40.2,307.0,5074.0,1547.0,30.5,1402.0,2331.0,1341.0,519.0,82.0,0.0,437.0,354.0,474.0,11.0,32311.0,2524.0,7938.0,15985.0,10509.0,1378.0,30715.0,505.0,786.0,64.2,538.0,33.0,23667.0,113680.0,63392.0,2831.0,850.0,263.0,27982.0,25414.0,90.8,366.0,389.0,2.0,361.0,527.0,91.0,6.0,5.0,2.0,2896.0,418.0,320.0,56.6
Betis,25.0,53.9,38.0,418.0,3420.0,50.0,35.0,8.0,11.0,93.0,8.0,1.32,0.92,2.24,1.11,2.03,46.0,37.8,29.9,1.21,0.79,2.0,1.0,1.78,38.0,38.0,3420.0,50.0,1.32,125.0,85.0,66.4,17.0,10.0,11.0,13.0,34.2,10.0,8.0,2.0,0.0,38.0,1.0,7.0,3.0,48.6,0.33,1.6,0.04,238.0,659.0,36.1,968.0,161.0,52.5,43.0,246.0,61.4,48.5,331.0,20.0,6.0,22.0,0.58,14.5,437.0,144.0,16.0,33.0,11.5,3.79,0.1,0.29,0.09,4.0,4.2,15938.0,19523.0,81.6,307041.0,97650.0,6750.0,7518.0,89.8,6471.0,7406.0,87.4,2354.0,3816.0,61.7,5.1,333.0,1013.0,314.0,83.0,1118.0,17631.0,1892.0,599.0,29.0,2563.0,588.0,425.0,184.0,44.0,79.0,9.0,13600.0,2349.0,3574.0,7425.0,10043.0,647.0,770.0,231.0,57.0,324.0,365.0,427.0,725.0,19.08,526.0,61.0,53.0,32.0,40.0,81.0,2.13,53.0,9.0,6.0,5.0,8.0,0.0,605.0,378.0,289.0,240.0,76.0,196.0,557.0,35.2,361.0,5263.0,1514.0,28.8,1619.0,2495.0,1149.0,531.0,84.0,2.0,447.0,432.0,855.0,10.0,23809.0,2272.0,7125.0,11884.0,6099.0,879.0,21983.0,359.0,584.0,61.5,384.0,25.0,15482.0,75009.0,39380.0,1673.0,513.0,157.0,18509.0,15938.0,86.1,467.0,467.0,4.0,525.0,486.0,66.0,9.0,9.0,3.0,3073.0,626.0,653.0,48.9
Cádiz,34.0,34.3,38.0,418.0,3420.0,33.0,16.0,4.0,4.0,81.0,3.0,0.87,0.42,1.29,0.76,1.18,34.0,31.0,19.0,0.89,0.5,1.39,0.82,1.31,38.0,38.0,3420.0,58.0,1.53,139.0,88.0,64.7,11.0,11.0,16.0,10.0,26.3,10.0,9.0,1.0,0.0,38.0,2.0,5.0,1.0,47.0,0.28,-10.0,-0.26,398.0,1033.0,38.5,837.0,74.0,83.4,57.9,352.0,95.2,69.4,397.0,37.0,9.3,17.0,0.45,13.2,301.0,97.0,13.0,32.2,7.92,2.55,0.1,0.3,0.11,-1.0,-2.0,8053.0,11925.0,67.5,178284.0,72914.0,3052.0,3738.0,81.6,3123.0,4036.0,77.4,1711.0,3608.0,47.4,-3.0,193.0,651.0,160.0,64.0,652.0,10005.0,1920.0,589.0,18.0,1989.0,490.0,432.0,149.0,51.0,73.0,11.0,5799.0,2035.0,4091.0,2480.0,7137.0,717.0,734.0,175.0,51.0,337.0,274.0,397.0,428.0,11.26,276.0,51.0,32.0,25.0,31.0,55.0,1.45,38.0,1.0,5.0,6.0,4.0,1.0,611.0,385.0,337.0,218.0,56.0,222.0,623.0,35.6,401.0,5263.0,1433.0,27.2,2094.0,2303.0,866.0,612.0,118.0,4.0,494.0,411.0,950.0,10.0,16108.0,2247.0,5912.0,7405.0,3627.0,490.0,14221.0,325.0,513.0,63.4,354.0,30.0,8147.0,43974.0,23896.0,888.0,282.0,72.0,10838.0,8053.0,74.3,443.0,352.0,2.0,439.0,486.0,59.0,3.0,10.0,1.0,2962.0,704.0,801.0,46.8
Celta Vigo,30.0,53.7,38.0,418.0,3420.0,55.0,39.0,7.0,7.0,109.0,5.0,1.45,1.03,2.47,1.26,2.29,47.7,42.4,33.2,1.25,0.87,2.13,1.11,1.99,38.0,38.0,3418.0,57.0,1.5,132.0,81.0,62.1,14.0,11.0,13.0,9.0,23.7,8.0,7.0,1.0,0.0,38.0,2.0,4.0,1.0,50.9,0.35,-5.1,-0.13,216.0,668.0,32.3,1032.0,159.0,45.1,38.7,316.0,64.2,49.1,360.0,27.0,7.5,27.0,0.71,15.0,349.0,137.0,12.0,39.3,9.18,3.61,0.14,0.35,0.12,7.3,5.6,15277.0,19156.0,79.8,296823.0,92941.0,6094.0,6964.0,87.5,6651.0,7654.0,86.9,2216.0,3782.0,58.6,5.8,253.0,923.0,265.0,50.0,1148.0,17301.0,1855.0,554.0,43.0,2423.0,483.0,361.0,125.0,37.0,64.0,7.0,13090.0,2545.0,3521.0,5783.0,11235.0,692.0,767.0,269.0,65.0,367.0,392.0,453.0,574.0,15.11,424.0,44.0,28.0,31.0,34.0,99.0,2.61,71.0,5.0,5.0,6.0,10.0,2.0,703.0,420.0,353.0,280.0,70.0,221.0,688.0,32.1,467.0,5997.0,1701.0,28.4,2063.0,2850.0,1084.0,610.0,97.0,1.0,513.0,375.0,966.0,9.0,23389.0,2659.0,8346.0,11512.0,4873.0,656.0,21615.0,285.0,491.0,58.0,311.0,17.0,14615.0,70937.0,37596.0,1396.0,449.0,101.0,18118.0,15277.0,84.3,396.0,340.0,3.0,634.0,498.0,70.0,7.0,8.0,1.0,3163.0,621.0,730.0,46.0
Eibar,30.0,49.6,38.0,418.0,3420.0,29.0,20.0,4.0,9.0,71.0,3.0,0.76,0.53,1.29,0.66,1.18,41.5,34.7,26.2,1.09,0.69,1.78,0.91,1.6,38.0,38.0,3420.0,52.0,1.37,133.0,82.0,63.2,6.0,12.0,20.0,9.0,23.7,5.0,3.0,1.0,1.0,38.0,0.0,5.0,0.0,49.1,0.34,-2.9,-0.08,344.0,860.0,40.0,936.0,124.0,67.3,53.5,252.0,91.3,72.7,264.0,21.0,8.0,49.0,1.29,17.0,443.0,130.0,14.0,29.3,11.66,3.42,0.06,0.19,0.08,-12.5,-9.7,11903.0,16701.0,71.3,258509.0,94793.0,4489.0,5358.0,83.8,4780.0,6058.0,78.9,2421.0,4631.0,52.3,-6.2,298.0,1098.0,263.0,109.0,1074.0,14658.0,2043.0,517.0,13.0,2764.0,777.0,614.0,197.0,92.0,91.0,9.0,8692.0,2738.0,5271.0,4812.0,8700.0,1190.0,989.0,252.0,62.0,536.0,343.0,464.0,638.0,16.79,401.0,78.0,54.0,43.0,40.0,44.0,1.16,26.0,3.0,6.0,5.0,2.0,2.0,573.0,363.0,249.0,236.0,88.0,189.0,564.0,33.5,375.0,5005.0,1599.0,31.9,1274.0,2244.0,1487.0,552.0,75.0,2.0,477.0,385.0,963.0,8.0,20968.0,1910.0,5646.0,10272.0,6105.0,769.0,18966.0,349.0,566.0,61.7,379.0,24.0,11782.0,60643.0,29506.0,1246.0,385.0,101.0,15288.0,11903.0,77.9,518.0,398.0,2.0,501.0,392.0,69.0,5.0,5.0,0.0,4018.0,951.0,1006.0,48.6
Elche,30.0,47.6,38.0,418.0,3420.0,33.0,25.0,2.0,3.0,99.0,3.0,0.87,0.66,1.53,0.82,1.47,30.5,28.2,21.9,0.8,0.58,1.38,0.74,1.32,38.0,38.0,3420.0,55.0,1.45,156.0,107.0,68.6,8.0,12.0,18.0,7.0,18.4,10.0,6.0,3.0,1.0,38.0,0.0,8.0,1.0,53.2,0.3,-0.8,-0.02,323.0,679.0,47.6,1043.0,167.0,43.0,38.4,347.0,66.3,47.4,361.0,28.0,7.8,21.0,0.55,12.8,266.0,87.0,12.0,32.7,7.0,2.29,0.12,0.36,0.11,2.5,2.8,13601.0,16952.0,80.2,275052.0,94634.0,5286.0,5950.0,88.8,5825.0,6616.0,88.0,2210.0,3724.0,59.3,3.1,189.0,785.0,154.0,76.0,785.0,15113.0,1839.0,537.0,9.0,2625.0,523.0,415.0,137.0,59.0,51.0,2.0,11209.0,2102.0,3641.0,4870.0,10203.0,530.0,720.0,247.0,48.0,296.0,347.0,396.0,399.0,10.5,265.0,52.0,23.0,20.0,32.0,51.0,1.34,32.0,5.0,4.0,4.0,5.0,1.0,598.0,394.0,346.0,213.0,39.0,193.0,608.0,31.7,415.0,5165.0,1455.0,28.2,2067.0,2226.0,872.0,553.0,111.0,2.0,442.0,388.0,866.0,8.0,21030.0,2763.0,8370.0,10166.0,3731.0,448.0,19255.0,379.0,656.0,57.8,407.0,37.0,13221.0,65650.0,34067.0,1190.0,339.0,73.0,16090.0,13601.0,84.5,506.0,413.0,2.0,531.0,461.0,52.0,1.0,10.0,1.0,2711.0,521.0,588.0,47.0
Getafe,31.0,42.8,38.0,418.0,3420.0,27.0,14.0,3.0,5.0,120.0,7.0,0.71,0.37,1.08,0.63,1.0,32.7,28.9,20.1,0.86,0.53,1.39,0.76,1.29,38.0,38.0,3420.0,43.0,1.13,105.0,71.0,65.7,9.0,11.0,18.0,14.0,36.8,8.0,7.0,1.0,0.0,38.0,0.0,4.0,3.0,41.2,0.33,1.2,0.03,388.0,952.0,40.8,869.0,43.0,83.7,56.6,263.0,85.6,59.8,280.0,25.0,8.9,49.0,1.29,16.7,353.0,101.0,24.0,28.6,9.29,2.66,0.07,0.24,0.08,-5.7,-4.9,9017.0,13413.0,67.2,191115.0,80118.0,3663.0,4539.0,80.7,3348.0,4516.0,74.1,1773.0,3711.0,47.8,-6.1,249.0,870.0,239.0,97.0,942.0,11352.0,2061.0,604.0,7.0,2117.0,559.0,537.0,143.0,57.0,38.0,13.0,6276.0,2378.0,4759.0,3721.0,6716.0,1037.0,971.0,136.0,64.0,374.0,320.0,449.0,569.0,14.97,396.0,59.0,26.0,28.0,47.0,43.0,1.13,27.0,0.0,5.0,6.0,3.0,2.0,617.0,384.0,260.0,277.0,80.0,198.0,561.0,35.3,363.0,6119.0,1688.0,27.6,1616.0,3071.0,1432.0,553.0,68.0,4.0,485.0,424.0,1142.0,7.0,17830.0,1729.0,4863.0,8188.0,5645.0,718.0,15819.0,250.0,459.0,54.5,272.0,24.0,9315.0,48818.0,25688.0,1102.0,362.0,102.0,11886.0,9017.0,75.9,478.0,422.0,2.0,634.0,522.0,75.0,3.0,8.0,3.0,3472.0,885.0,1000.0,46.9
