player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,minutes_90s,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Max Aarons,eng ENG,DF,Norwich City,22-000,2000,18.0,18.0,1620.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.06,0.06,0.0,0.06,0.6,0.6,0.9,0.03,0.05,0.08,0.03,0.08,18.0,9.0,2.0,0.0,22.2,0.5,0.11,0.0,0.0,0.06,-0.6,-0.6,643.0,829.0,77.6,11037.0,3813.0,317.0,347.0,91.4,257.0,326.0,78.8,61.0,124.0,49.2,0.1,12.0,31.0,27.0,7.0,65.0,650.0,179.0,9.0,1.0,89.0,12.0,35.0,0.0,0.0,0.0,0.0,495.0,170.0,164.0,89.0,548.0,14.0,170.0,1.0,4.0,11.0,26.0,32.0,23.0,1.28,19.0,0.0,1.0,2.0,1.0,4.0,0.22,4.0,0.0,0.0,0.0,0.0,0.0,37.0,24.0,28.0,9.0,0.0,22.0,36.0,61.1,14.0,209.0,59.0,28.2,122.0,66.0,21.0,46.0,14.0,0.0,32.0,26.0,34.0,0.0,1056.0,84.0,389.0,454.0,289.0,16.0,882.0,25.0,53.0,47.2,26.0,4.0,647.0,3836.0,2370.0,103.0,34.0,7.0,689.0,619.0,89.8,16.0,20.0,0.0,17.0,28.0,1.0,0.0,1.0,1.0,102.0,8.0,33.0,19.5
Che Adams,sct SCO,FW,Southampton,25-175,1996,13.0,11.0,868.0,3.0,1.0,0.0,0.0,0.0,0.0,0.31,0.1,0.41,0.31,0.41,2.4,2.4,1.4,0.25,0.15,0.4,0.25,0.4,9.6,21.0,11.0,0.0,52.4,2.18,1.14,0.14,0.27,0.11,0.6,0.6,130.0,195.0,66.7,1891.0,421.0,78.0,100.0,78.0,35.0,53.0,66.0,9.0,18.0,50.0,-0.4,10.0,7.0,6.0,1.0,16.0,189.0,6.0,0.0,3.0,55.0,1.0,4.0,0.0,0.0,0.0,0.0,125.0,36.0,34.0,15.0,144.0,13.0,0.0,3.0,1.0,5.0,11.0,10.0,20.0,2.07,14.0,0.0,1.0,0.0,4.0,2.0,0.21,1.0,0.0,0.0,0.0,0.0,1.0,8.0,6.0,2.0,2.0,4.0,1.0,3.0,33.3,2.0,140.0,37.0,26.4,16.0,49.0,75.0,15.0,4.0,0.0,11.0,6.0,9.0,0.0,328.0,17.0,45.0,142.0,157.0,44.0,322.0,4.0,12.0,33.3,6.0,0.0,202.0,796.0,369.0,16.0,6.0,3.0,450.0,217.0,48.2,25.0,20.0,0.0,16.0,24.0,3.0,0.0,0.0,0.0,57.0,23.0,51.0,31.1
Rayan Aït Nouri,fr FRA,DF,Wolves,20-212,2001,9.0,8.0,718.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.13,0.13,0.0,0.13,0.3,0.3,0.6,0.04,0.07,0.11,0.04,0.11,8.0,6.0,2.0,0.0,33.3,0.75,0.25,0.0,0.0,0.05,-0.3,-0.3,312.0,440.0,70.9,5292.0,1870.0,160.0,177.0,90.4,122.0,164.0,74.4,28.0,78.0,35.9,0.4,6.0,10.0,6.0,4.0,17.0,352.0,88.0,6.0,1.0,61.0,12.0,22.0,16.0,4.0,10.0,1.0,244.0,91.0,105.0,297.0,53.0,19.0,66.0,0.0,1.0,11.0,15.0,15.0,15.0,1.88,6.0,5.0,3.0,0.0,0.0,1.0,0.13,0.0,1.0,0.0,0.0,0.0,0.0,39.0,22.0,30.0,6.0,3.0,15.0,25.0,60.0,10.0,183.0,63.0,34.4,111.0,49.0,23.0,10.0,0.0,0.0,10.0,17.0,14.0,0.0,558.0,27.0,205.0,201.0,172.0,18.0,472.0,17.0,31.0,54.8,20.0,2.0,343.0,1681.0,1100.0,60.0,8.0,7.0,354.0,321.0,90.7,8.0,17.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,58.0,8.0,6.0,57.1
Kristoffer Ajer,no NOR,DF,Brentford,23-262,1998,7.0,6.0,565.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.03,0.05,0.07,0.03,0.07,6.3,2.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.09,-0.2,-0.2,136.0,209.0,65.1,2410.0,1083.0,56.0,66.0,84.8,65.0,91.0,71.4,11.0,35.0,31.4,-0.3,1.0,7.0,2.0,1.0,12.0,163.0,46.0,6.0,0.0,34.0,3.0,3.0,0.0,0.0,0.0,0.0,91.0,59.0,59.0,9.0,129.0,15.0,40.0,1.0,0.0,5.0,8.0,13.0,6.0,0.96,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,8.0,1.0,2.0,7.0,14.0,50.0,7.0,57.0,18.0,31.6,29.0,24.0,4.0,9.0,4.0,1.0,5.0,13.0,35.0,0.0,289.0,32.0,128.0,134.0,44.0,9.0,246.0,4.0,6.0,66.7,4.0,0.0,126.0,774.0,452.0,15.0,5.0,0.0,127.0,106.0,83.5,6.0,2.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,55.0,21.0,9.0,70.0
Nathan Aké,nl NED,DF,Manchester City,26-320,1995,8.0,6.0,581.0,1.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,0.3,0.3,0.0,0.04,0.0,0.04,0.04,0.04,6.5,2.0,1.0,0.0,50.0,0.31,0.15,0.5,1.0,0.14,0.7,0.7,456.0,495.0,92.1,8110.0,2313.0,200.0,211.0,94.8,219.0,237.0,92.4,34.0,43.0,79.1,0.0,0.0,31.0,3.0,0.0,15.0,476.0,19.0,3.0,0.0,34.0,3.0,0.0,0.0,0.0,0.0,0.0,422.0,37.0,36.0,356.0,89.0,17.0,16.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,3.0,1.0,1.0,2.0,50.0,1.0,39.0,12.0,30.8,17.0,19.0,3.0,8.0,5.0,0.0,3.0,12.0,22.0,0.0,549.0,40.0,192.0,321.0,80.0,3.0,530.0,0.0,2.0,0.0,0.0,0.0,402.0,2084.0,1406.0,47.0,9.0,0.0,445.0,426.0,95.7,2.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,48.0,28.0,1.0,96.6
Marc Albrighton,eng ENG,"DF,FW",Leicester City,32-047,1989,8.0,4.0,430.0,1.0,0.0,0.0,0.0,1.0,0.0,0.21,0.0,0.21,0.21,0.21,0.5,0.5,0.3,0.1,0.06,0.15,0.1,0.15,4.8,3.0,1.0,0.0,33.3,0.63,0.21,0.33,1.0,0.15,0.5,0.5,90.0,157.0,57.3,1593.0,778.0,50.0,56.0,89.3,31.0,48.0,64.6,8.0,42.0,19.0,-0.3,4.0,9.0,3.0,2.0,8.0,122.0,35.0,3.0,0.0,31.0,13.0,8.0,16.0,9.0,5.0,1.0,69.0,42.0,46.0,9.0,124.0,6.0,15.0,0.0,3.0,4.0,7.0,12.0,6.0,1.26,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,7.0,6.0,3.0,3.0,13.0,23.1,10.0,132.0,25.0,18.9,44.0,69.0,19.0,8.0,1.0,0.0,7.0,13.0,3.0,0.0,218.0,14.0,51.0,100.0,76.0,5.0,184.0,10.0,18.0,55.6,11.0,1.0,124.0,503.0,186.0,9.0,3.0,2.0,165.0,114.0,69.1,6.0,7.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,22.0,3.0,2.0,60.0
Thiago Alcántara,es ESP,MF,Liverpool,30-268,1991,11.0,8.0,676.0,1.0,1.0,0.0,0.0,1.0,0.0,0.13,0.13,0.27,0.13,0.27,1.5,1.5,1.0,0.19,0.13,0.33,0.19,0.33,7.5,16.0,5.0,0.0,31.3,2.13,0.67,0.06,0.2,0.1,-0.5,-0.5,563.0,645.0,87.3,11943.0,3341.0,195.0,215.0,90.7,263.0,289.0,91.0,100.0,128.0,78.1,0.0,10.0,86.0,8.0,0.0,79.0,636.0,9.0,5.0,1.0,90.0,29.0,0.0,0.0,0.0,0.0,0.0,483.0,64.0,98.0,41.0,565.0,20.0,2.0,1.0,1.0,8.0,24.0,9.0,29.0,3.86,23.0,0.0,0.0,5.0,0.0,2.0,0.27,2.0,0.0,0.0,0.0,0.0,0.0,26.0,19.0,10.0,13.0,3.0,4.0,17.0,23.5,13.0,126.0,51.0,40.5,38.0,62.0,26.0,9.0,1.0,0.0,8.0,11.0,7.0,1.0,718.0,19.0,137.0,465.0,169.0,20.0,710.0,2.0,6.0,33.3,2.0,0.0,527.0,2315.0,1203.0,65.0,23.0,4.0,558.0,533.0,95.5,5.0,5.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,109.0,19.0,8.0,70.4
Trent Alexander-Arnold,eng ENG,DF,Liverpool,23-089,1998,18.0,18.0,1594.0,2.0,9.0,0.0,0.0,1.0,0.0,0.11,0.51,0.62,0.11,0.62,1.9,1.9,7.1,0.11,0.4,0.51,0.11,0.51,17.7,30.0,10.0,3.0,33.3,1.69,0.56,0.07,0.2,0.06,0.1,0.1,1162.0,1536.0,75.7,25145.0,10107.0,449.0,508.0,88.4,451.0,552.0,81.7,250.0,437.0,57.2,1.9,54.0,122.0,50.0,12.0,168.0,1223.0,313.0,55.0,10.0,128.0,119.0,69.0,82.0,18.0,53.0,1.0,814.0,262.0,460.0,167.0,1148.0,36.0,176.0,2.0,4.0,24.0,63.0,33.0,90.0,5.08,53.0,32.0,1.0,3.0,1.0,12.0,0.68,8.0,4.0,0.0,0.0,0.0,0.0,25.0,15.0,12.0,10.0,3.0,14.0,36.0,38.9,22.0,163.0,58.0,35.6,60.0,52.0,51.0,21.0,2.0,0.0,19.0,48.0,29.0,1.0,1702.0,47.0,341.0,795.0,642.0,53.0,1392.0,12.0,20.0,60.0,12.0,0.0,979.0,3666.0,2023.0,95.0,38.0,9.0,1125.0,1055.0,93.8,8.0,15.0,0.0,10.0,7.0,3.0,0.0,0.0,0.0,178.0,12.0,11.0,52.2
Alisson,br BRA,GK,Liverpool,29-094,1992,18.0,18.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.0,644.0,87.9,14906.0,8162.0,93.0,93.0,100.0,326.0,329.0,99.1,146.0,221.0,66.1,0.0,0.0,5.0,0.0,0.0,0.0,534.0,110.0,27.0,0.0,32.0,19.0,0.0,0.0,0.0,0.0,0.0,482.0,28.0,134.0,39.0,496.0,0.0,0.0,94.0,0.0,9.0,8.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,66.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,703.0,548.0,697.0,6.0,0.0,0.0,593.0,1.0,2.0,50.0,1.0,0.0,412.0,1462.0,800.0,0.0,0.0,0.0,391.0,386.0,98.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,119.0,0.0,0.0,0.0
Allan,br BRA,MF,Everton,30-361,1991,16.0,16.0,1407.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.13,0.13,0.0,0.13,0.1,0.1,0.5,0.01,0.03,0.04,0.01,0.04,15.6,4.0,2.0,0.0,50.0,0.26,0.13,0.0,0.0,0.03,-0.1,-0.1,456.0,595.0,76.6,9033.0,2819.0,157.0,188.0,83.5,215.0,259.0,83.0,70.0,112.0,62.5,1.5,11.0,57.0,13.0,2.0,73.0,556.0,39.0,14.0,0.0,91.0,12.0,4.0,0.0,0.0,0.0,0.0,389.0,76.0,130.0,66.0,495.0,18.0,7.0,3.0,4.0,10.0,26.0,21.0,21.0,1.34,20.0,0.0,0.0,0.0,1.0,6.0,0.38,5.0,0.0,0.0,0.0,1.0,0.0,46.0,38.0,24.0,17.0,5.0,10.0,52.0,19.2,42.0,405.0,127.0,31.4,162.0,206.0,37.0,31.0,5.0,0.0,26.0,26.0,28.0,0.0,760.0,51.0,225.0,437.0,140.0,9.0,721.0,12.0,16.0,75.0,12.0,1.0,457.0,2322.0,1255.0,64.0,18.0,2.0,428.0,394.0,92.1,10.0,17.0,0.0,21.0,14.0,0.0,1.0,0.0,0.0,172.0,7.0,7.0,50.0
